code,name,year_listed
002671,龙泉股份,2012
002477,雏鹰农牧,2010
300379,东方通,2014
002430,杭氧股份,2010
600163,中闽能源,1998
600651,飞乐音响,1990
601268,*ST二重,2010
002021,中捷资源,2004
002020,京新药业,2004
200625,长安B,1996
603669,灵康药业,2015
600880,博瑞传播,1995
603005,晶方科技,2014
002249,大洋电机,2008
002407,多氟多,2010
300241,瑞丰光电,2011
002093,国脉科技,2006
002438,江苏神通,2010
000333,美的集团,2013
300174,元力股份,2011
200530,大冷B,1998
000582,北部湾港,1995
002306,*ST云网,2009
600798,宁波海运,1997
603718,海利生物,2015
002245,澳洋顺昌,2008
002033,丽江旅游,2004
900905,老凤祥B,1992
600992,贵绳股份,2004
600749,*ST藏旅,1996
300321,同大股份,2012
002733,雄韬股份,2014
000697,炼石有色,1997
600065,*ST联谊,1997
600272,开开实业,2001
002440,闰土股份,2010
601566,九牧王,2011
002540,亚太科技,2011
002078,太阳纸业,2006
002740,爱迪尔,2015
002129,中环股份,2007
600237,铜峰电子,2000
601788,光大证券,2009
300182,捷成股份,2011
300054,鼎龙股份,2010
000779,三毛派神,1997
300071,华谊嘉信,2010
000048,康达尔,1994
600750,江中药业,1996
300165,天瑞仪器,2011
000818,航锦科技,1997
601636,旗滨集团,2011
300075,数字政通,2010
002295,精艺股份,2009
601628,中国人寿,2007
000605,渤海股份,1996
601555,东吴证券,2011
002271,东方雨虹,2008
002751,易尚展示,2015
002113,天润数娱,2007
600697,欧亚集团,1993
300253,卫宁健康,2011
000807,云铝股份,1998
601169,北京银行,2007
000503,国新健康,1992
600109,国金证券,1997
000528,柳工,1993
002108,沧州明珠,2007
603558,健盛集团,2015
300101,振芯科技,2010
002654,万润科技,2012
600670,*ST斯达,1993
300001,特锐德,2009
603012,创力集团,2015
603100,川仪股份,2014
002503,搜于特,2010
600249,两面针,2004
000058,深赛格,1996
600790,轻纺城,1997
002165,红宝丽,2007
600003,ST东北高,1999
600572,康恩贝,2004
600851,海欣股份,1994
002359,北讯集团,2010
600067,冠城大通,1997
002079,苏州固锝,2006
600079,人福医药,1997
000660,*ST南华,1996
000987,越秀金控,2000
300123,亚光科技,2010
000812,陕西金叶,1998
300042,朗科科技,2010
000011,深物业A,1992
002674,兴业科技,2012
002284,亚太股份,2009
603618,杭电股份,2015
002519,银河电子,2010
300412,迦南科技,2014
601588,北辰实业,2006
000985,大庆华科,2000
600782,新钢股份,1996
600500,中化国际,2000
600368,五洲交通,2000
601607,上海医药,1994
600238,*ST椰岛,2000
000651,格力电器,1996
000573,粤宏远A,1994
300451,创业软件,2015
002693,双成药业,2012
002363,隆基机械,2010
002029,七匹狼,2004
300322,硕贝德,2012
300725,药石科技,2017
600093,易见股份,1997
300257,开山股份,2011
600459,贵研铂业,2003
002259,升达林业,2008
000931,中关村,1999
000554,泰山石油,1993
600066,宇通客车,1997
000799,酒鬼酒,1997
600959,江苏有线,2015
600331,宏达股份,2001
600017,日照港,2006
000043,中航善达,1994
002474,榕基软件,2010
002599,盛通股份,2011
300462,华铭智能,2015
000513,丽珠集团,1993
002060,粤水电,2006
300311,任子行,2012
002096,南岭民爆,2006
300130,新国都,2010
002731,萃华珠宝,2014
002713,东易日盛,2014
600498,烽火通信,2001
300196,长海股份,2011
300065,海兰信,2010
200037,深南电B,1994
600649,城投控股,1993
000810,创维数字,1998
002141,贤丰控股,2007
300009,安科生物,2009
600884,杉杉股份,1996
603698,航天工程,2015
000887,中鼎股份,1998
002117,东港股份,2007
000755,*ST三维,1997
600620,天宸股份,1992
002055,得润电子,2006
300286,安科瑞,2012
603848,好太太,2017
002638,勤上股份,2011
300146,汤臣倍健,2010
000547,航天发展,1993
900951,大化B股,1997
600234,ST山水,2000
000026,飞亚达A,1993
603300,华铁科技,2015
603916,苏博特,2017
300053,欧比特,2010
300325,德威新材,2012
600000,浦发银行,1999
300225,金力泰,2011
900923,百联B股,1994
002261,拓维信息,2008
300283,温州宏丰,2012
000982,*ST中绒,2000
300352,北信源,2012
000033,新都退,1994
300029,天龙光电,2009
002154,报喜鸟,2007
002665,首航节能,2012
600569,安阳钢铁,2001
000698,沈阳化工,1997
000595,宝塔实业,1996
000677,恒天海龙,1996
300144,宋城演艺,2010
000918,嘉凯城,1999
002630,华西能源,2011
603568,伟明环保,2015
002420,毅昌股份,2010
600276,恒瑞医药,2000
000628,高新发展,1996
600462,九有股份,2003
002736,国信证券,2014
601992,金隅集团,2011
600399,抚顺特钢,2000
002612,朗姿股份,2011
600170,上海建工,1998
200869,张裕B,1997
002247,帝龙文化,2008
600428,中远海特,2002
002251,步步高,2008
600227,赤天化,2000
603828,柯利达,2015
300460,惠伦晶体,2015
600969,郴电国际,2004
002285,世联行,2009
600360,华微电子,2001
600727,鲁北化工,1996
000166,申万宏源,2015
000798,中水渔业,1998
603158,腾龙股份,2015
002041,登海种业,2005
002353,杰瑞股份,2010
002085,万丰奥威,2006
600291,西水股份,2000
600114,东睦股份,2004
002917,金奥博,2017
000795,英洛华,1997
300468,四方精创,2015
600855,航天长峰,1994
603703,盛洋科技,2015
600607,上实医药,1992
601339,百隆东方,2012
600713,南京医药,1996
002360,同德化工,2010
300343,联创互联,2012
000636,风华高科,1996
300394,天孚通信,2015
002621,三垒股份,2011
000068,华控赛格,1997
002225,濮耐股份,2008
000753,漳州发展,1997
001965,招商公路,2017
600275,ST昌鱼,2000
002580,圣阳股份,2011
603699,纽威股份,2014
300244,迪安诊断,2011
000001,平安银行,1991
002014,永新股份,2004
600258,首旅酒店,2000
002684,猛狮科技,2012
600381,青海春天,2001
600316,洪都航空,2000
600162,香江控股,1998
600150,*ST船舶,1998
000908,景峰医药,1999
002528,英飞拓,2010
000928,中钢国际,1999
600393,粤泰股份,2001
900929,锦旅B股,1994
603018,中设集团,2014
600843,上工申贝,1994
603599,广信股份,2015
000526,紫光学大,1993
601398,工商银行,2006
600070,浙江富润,1997
000902,新洋丰,1999
600984,建设机械,2004
600156,华升股份,1998
600552,凯盛科技,2002
603711,香飘飘,2017
000599,青岛双星,1996
600429,三元股份,2003
900907,鹏起B股,1992
300150,世纪瑞尔,2010
300369,绿盟科技,2014
300135,宝利国际,2010
600352,浙江龙盛,2003
200058,深赛格B,1996
600886,国投电力,1996
603338,浙江鼎力,2015
000893,*ST东凌,1998
000957,中通客车,2000
600726,华电能源,1996
300011,鼎汉技术,2009
002573,清新环境,2011
900947,振华B股,1997
600829,人民同泰,1994
300326,凯利泰,2012
002211,宏达新材,2008
600240,华业资本,2000
002252,上海莱士,2008
000963,华东医药,2000
601226,华电重工,2014
601600,中国铝业,2007
002423,中原特钢,2010
600232,金鹰股份,2000
000404,华意压缩,1996
000685,中山公用,1997
200019,深深宝B,1992
002207,*ST准油,2008
002088,鲁阳节能,2006
600975,新五丰,2004
600135,乐凯胶片,1998
000151,中成股份,2000
600119,长江投资,1998
000978,桂林旅游,2000
601012,隆基股份,2012
300072,三聚环保,2010
603883,老百姓,2015
300188,美亚柏科,2011
600282,南钢股份,2000
600260,凯乐科技,2000
300277,海联讯,2011
600631,百联股份,1993
000060,中金岭南,1997
600201,生物股份,1999
300179,四方达,2011
300432,富临精工,2015
300210,森远股份,2011
600223,鲁商置业,2000
600363,联创光电,2001
600563,法拉电子,2002
300418,昆仑万维,2015
002697,红旗连锁,2012
601099,太平洋,2007
600788,*ST达曼,1996
002158,汉钟精机,2007
000639,西王食品,1996
000813,德展健康,1998
002715,登云股份,2014
600860,京城股份,1994
002352,顺丰控股,2010
000758,中色股份,1997
600129,太极集团,1997
300413,快乐购,2015
600088,中视传媒,1997
600597,光明乳业,2002
600319,亚星化学,2001
600729,重庆百货,1996
300426,唐德影视,2015
000868,安凯客车,1997
002080,中材科技,2006
600828,茂业商业,1994
300154,瑞凌股份,2010
300098,高新兴,2010
000972,*ST中基,2000
000967,盈峰环境,2000
002230,科大讯飞,2008
300395,菲利华,2014
000637,茂化实华,1996
002338,奥普光电,2010
300267,尔康制药,2011
300259,新天科技,2011
300303,聚飞光电,2012
000766,通化金马,1997
603869,北部湾旅,2015
200045,深纺织B,1994
002212,南洋股份,2008
002743,富煌钢构,2015
600359,新农开发,1999
002624,完美世界,2011
000820,神雾节能,1998
600685,中船防务,1993
600769,祥龙电业,1996
002004,华邦健康,2004
002916,深南电路,2017
002111,威海广泰,2007
300269,联建光电,2011
601579,会稽山,2014
603917,合力科技,2017
002568,百润股份,2011
002498,汉缆股份,2010
300264,佳创视讯,2011
600732,ST新梅,1996
002017,东信和平,2004
300168,万达信息,2011
000030,富奥股份,1993
300309,吉艾科技,2012
300055,万邦达,2010
200512,闽灿坤B,1993
002323,雅百特,2009
300059,东方财富,2010
600629,华建集团,1993
002311,海大集团,2009
600696,ST岩石,1993
002190,成飞集成,2007
000728,国元证券,1997
002531,天顺风能,2010
002532,新界泵业,2010
600817,ST宏盛,1994
002258,利尔化学,2008
600169,太原重工,1998
601158,重庆水务,2010
601608,中信重工,2012
000701,厦门信达,1997
600508,上海能源,2001
002492,恒基达鑫,2010
600858,银座股份,1994
600667,太极实业,1993
002572,索菲亚,2011
002706,良信电器,2014
600213,亚星客车,1999
600707,彩虹股份,1996
600207,安彩高科,1999
300213,佳讯飞鸿,2011
601333,广深铁路,2006
603606,东方电缆,2014
002289,宇顺电子,2009
002374,丽鹏股份,2010
300005,探路者,2009
300427,红相股份,2015
002061,浙江交科,2006
000536,华映科技,1993
002657,中科金财,2012
600131,岷江水电,1998
300044,赛为智能,2010
600981,汇鸿集团,2004
600792,云煤能源,1997
000548,湖南投资,1993
300021,大禹节水,2009
000301,东方市场,2000
002481,双塔食品,2010
600967,内蒙一机,2004
002255,海陆重工,2008
000408,藏格控股,1996
600496,精工钢构,2002
300414,中光防雷,2015
002349,精华制药,2010
000838,财信发展,1997
002144,宏达高科,2007
600377,宁沪高速,2001
000587,金洲慈航,1996
002299,圣农发展,2009
002182,云海金属,2007
200054,建车B,1995
002189,利达光电,2007
600861,北京城乡,1994
600805,悦达投资,1994
000815,美利云,1998
000869,张裕A,2000
300036,超图软件,2009
601126,四方股份,2010
600617,国新能源,1992
603026,石大胜华,2015
603788,宁波高发,2015
002019,亿帆医药,2004
600141,兴发集团,1999
002475,立讯精密,2010
600507,方大特钢,2003
002449,国星光电,2010
600408,*ST安泰,2003
600689,上海三毛,1993
603167,渤海轮渡,2012
600733,SST前锋,1996
000948,南天信息,1999
002541,鸿路钢构,2011
600666,奥瑞德,1993
000540,中天金融,1994
000625,长安汽车,1997
000537,广宇发展,1993
000966,长源电力,2000
600783,鲁信创投,1996
603898,好莱客,2015
002615,哈尔斯,2011
600601,方正科技,1990
000712,锦龙股份,1997
600387,海越股份,2004
002539,云图控股,2011
300438,鹏辉能源,2015
600221,海航控股,1999
600579,天华院,2002
600019,宝钢股份,2000
600151,航天机电,1998
002758,华通医药,2015
600742,一汽富维,1996
600499,科达洁能,2002
002179,中航光电,2007
002524,光正集团,2010
601919,中远海控,2007
000003,PT金田A,1991
600582,天地科技,2002
601727,上海电气,2008
600480,凌云股份,2003
200152,山航B,2000
601107,四川成渝,2009
600373,中文传媒,2002
300338,开元股份,2012
600703,三安光电,1996
000861,海印股份,1998
600746,江苏索普,1996
200553,沙隆达B,1997
000898,鞍钢股份,1997
600206,有研新材,1999
300318,博晖创新,2012
002576,通达动力,2011
600654,ST中安,1990
002229,鸿博股份,2008
600609,金杯汽车,1992
600085,同仁堂,1997
600122,宏图高科,1998
002465,海格通信,2010
600587,新华医疗,2002
000557,西部创业,1994
002562,兄弟科技,2011
002564,天沃科技,2011
200726,鲁泰B,1997
002623,亚玛顿,2011
002548,金新农,2011
002476,宝莫股份,2010
000629,*ST钒钛,1996
600062,华润双鹤,1997
600710,苏美达,1996
600337,美克家居,2000
300223,北京君正,2011
600754,锦江股份,1996
000065,北方国际,1998
600390,五矿资本,2001
600463,空港股份,2004
600330,天通股份,2001
600252,中恒集团,2000
603169,兰石重装,2014
600297,广汇汽车,2000
900917,海欣B股,1993
600995,文山电力,2004
300374,恒通科技,2015
300295,三六五网,2012
600844,丹化科技,1994
300353,东土科技,2012
300727,润禾材料,2017
002485,希努尔,2010
603808,歌力思,2015
600048,保利地产,2006
002412,汉森制药,2010
300110,华仁药业,2010
300170,汉得信息,2011
900915,中路B股,1993
600320,振华重工,2000
601567,三星医疗,2011
600438,通威股份,2004
600618,氯碱化工,1992
000828,东莞控股,1997
300420,五洋停车,2015
600103,青山纸业,1997
600605,汇通能源,1992
600493,凤竹纺织,2004
300193,佳士科技,2011
002458,益生股份,2010
000037,深南电A,1994
600361,华联综超,2001
600797,浙大网新,1997
600803,新奥股份,1994
002718,友邦吊顶,2014
601011,宝泰隆,2011
600767,ST运盛,1996
000969,安泰科技,2000
600015,华夏银行,2003
300118,东方日升,2010
600847,万里股份,1994
002153,石基信息,2007
600743,华远地产,1996
002918,蒙娜丽莎,2017
200613,大东海B,1996
002506,协鑫集成,2010
600448,华纺股份,2001
002439,启明星辰,2010
002320,海峡股份,2009
000707,*ST双环,1997
600235,民丰特纸,2000
300158,振东制药,2011
000839,中信国安,1997
600183,生益科技,1998
600037,歌华有线,2001
002598,山东章鼓,2011
000659,珠海中富,1996
600899,*ST信联,1996
000888,峨眉山A,1997
603023,威帝股份,2015
000675,ST银山,1996
002227,奥特迅,2008
300012,华测检测,2009
600545,卓郎智能,2003
000596,古井贡酒,1996
002072,凯瑞德,2006
002445,中南文化,2010
300345,红宇新材,2012
600887,伊利股份,1996
002333,罗普斯金,2010
002016,世荣兆业,2004
000671,阳光城,1996
000971,高升控股,2000
600811,东方集团,1994
000063,中兴通讯,1997
600395,盘江股份,2001
002372,伟星新材,2010
002426,胜利精密,2010
300025,华星创业,2009
002049,紫光国微,2005
002135,东南网架,2007
601988,中国银行,2006
000552,靖远煤电,1994
002748,世龙实业,2015
200018,神州B,1992
300035,中科电气,2009
603611,诺力股份,2015
002923,润都股份,2018
000610,西安旅游,1996
600841,上柴股份,1994
600446,金证股份,2003
600720,祁连山,1996
601818,光大银行,2010
600540,新赛股份,2004
600420,现代制药,2004
002388,新亚制程,2010
000805,*ST炎黄,1998
300107,建新股份,2010
600299,安迪苏,2000
000979,中弘股份,2000
002635,安洁科技,2011
300185,通裕重工,2011
300401,花园生物,2014
603998,方盛制药,2014
600502,安徽水利,2003
600736,苏州高新,1996
600584,长电科技,2003
002522,浙江众成,2010
600643,爱建集团,1993
600866,星湖科技,1994
002724,海洋王,2014
002265,西仪股份,2008
000999,华润三九,2000
600731,湖南海利,1996
601009,南京银行,2007
300411,金盾股份,2014
900924,上工B股,1994
600982,宁波热电,2004
002670,国盛金控,2012
600539,*ST狮头,2001
300390,天华超净,2014
300013,新宁物流,2009
600862,中航高科,1994
600978,宜华生活,2004
600301,ST南化,2000
603008,喜临门,2012
600962,国投中鲁,2004
300274,阳光电源,2011
000632,三木集团,1996
200488,晨鸣B,1997
600623,华谊集团,1992
300273,和佳股份,2011
900930,*ST沪普B,1994
300142,沃森生物,2010
603015,弘讯科技,2015
000056,皇庭国际,1996
600673,东阳光科,1993
600970,中材国际,2005
300175,朗源股份,2011
600180,瑞茂通,1998
600987,航民股份,2004
601028,玉龙股份,2011
600007,中国国贸,1999
000050,深天马A,1995
002488,金固股份,2010
002511,中顺洁柔,2010
002418,康盛股份,2010
603077,和邦生物,2012
300290,荣科科技,2012
600873,梅花生物,1995
000661,长春高新,1996
300063,天龙集团,2010
600802,福建水泥,1994
000720,*ST新能,1997
603969,银龙股份,2015
002198,嘉应制药,2007
603198,迎驾贡酒,2015
002409,雅克科技,2010
600080,金花股份,1997
000020,深华发A,1992
600271,航天信息,2003
900906,中毅达B,1992
603766,隆鑫通用,2012
600118,中国卫星,1997
002290,中科新材,2009
900943,开开B股,1997
002321,华英农业,2009
002660,茂硕电源,2012
600824,益民集团,1994
002746,仙坛股份,2015
002267,陕天然气,2008
000983,西山煤电,2000
002012,凯恩股份,2004
002043,兔宝宝,2005
002463,沪电股份,2010
600512,腾达建设,2002
603885,吉祥航空,2015
601058,赛轮金宇,2011
002448,中原内配,2010
002172,澳洋科技,2007
600598,北大荒,2002
300003,乐普医疗,2009
300004,南风股份,2009
002400,省广集团,2010
002213,特尔佳,2008
603818,曲美家居,2015
002350,北京科锐,2010
000667,美好置业,1996
600558,大西洋,2001
600877,ST嘉陵,1995
000591,太阳能,1996
002115,三维通信,2007
002494,华斯股份,2010
600199,金种子酒,1998
601700,风范股份,2011
601117,中国化学,2010
600497,驰宏锌锗,2004
600061,国投资本,1997
600531,豫光金铅,2002
000430,张家界,1996
002009,天奇股份,2004
002174,游族网络,2007
000581,威孚高科,1998
600458,时代新材,2002
002566,益盛药业,2011
601877,正泰电器,2010
000607,华媒控股,1996
300421,力星股份,2015
300292,吴通控股,2012
000559,万向钱潮,1994
300664,鹏鹞环保,2018
603600,永艺股份,2015
600837,海通证券,1994
600097,开创国际,1997
002408,齐翔腾达,2010
000421,南京公用,1996
300114,中航电测,2010
002392,北京利尔,2010
600495,晋西车轴,2004
002680,长生生物,2012
000096,广聚能源,2000
002460,赣锋锂业,2010
002059,云南旅游,2006
002185,华天科技,2007
000937,冀中能源,1999
002694,顾地科技,2012
600278,东方创业,2000
002473,*ST圣莱,2010
600775,南京熊猫,1996
600850,华东电脑,1994
002690,美亚光电,2012
002753,永东股份,2015
002530,金财互联,2010
000401,冀东水泥,1996
600035,楚天高速,2004
600636,三爱富,1993
300449,汉邦高科,2015
300064,豫金刚石,2010
300234,开尔新材,2011
603588,高能环境,2014
000759,中百集团,1997
000046,泛海控股,1994
000803,*ST金宇,1998
000530,大冷股份,1993
002514,宝馨科技,2010
600153,建发股份,1998
002676,顺威股份,2012
600220,江苏阳光,1999
000567,海德股份,1994
600311,荣华实业,2001
000976,华铁股份,2000
000012,南玻A,1992
002166,莱茵生物,2007
002726,龙大肉食,2014
600630,龙头股份,1993
002305,南国置业,2009
002379,宏创控股,2010
002441,众业达,2010
002069,獐子岛,2006
601898,中煤能源,2008
600547,山东黄金,2003
600253,天方药业,2000
002161,远望谷,2007
600960,渤海汽车,2004
000825,太钢不锈,1998
600528,中铁工业,2001
300103,达刚路机,2010
200011,深物业B,1992
600705,中航资本,1996
002286,保龄宝,2009
600744,华银电力,1996
300094,国联水产,2010
600807,*ST天业,1994
601899,紫金矿业,2008
600128,弘业股份,1997
000022,深赤湾A,1993
300373,扬杰科技,2014
002262,恩华药业,2008
002551,尚荣医疗,2011
002134,天津普林,2007
300348,长亮科技,2012
000600,建投能源,1996
300049,福瑞股份,2010
002382,蓝帆医疗,2010
300186,大华农,2011
002451,摩恩电气,2010
002585,双星新材,2011
600386,北巴传媒,2001
900942,黄山B股,1996
002560,通达股份,2011
300287,飞利信,2012
002044,美年健康,2005
002248,华东数控,2008
600748,上实发展,1996
300066,三川智慧,2010
000927,一汽夏利,1999
300045,华力创通,2010
000009,中国宝安,1991
300465,高伟达,2015
300058,蓝色光标,2010
600060,海信电器,1997
300160,秀强股份,2011
002236,大华股份,2008
000062,深圳华强,1997
600804,鹏博士,1994
600980,北矿科技,2004
300276,三丰智能,2011
601111,中国国航,2006
002462,嘉事堂,2010
002437,誉衡药业,2010
600008,首创股份,2000
900921,丹科B股,1993
600016,民生银行,2000
600126,杭钢股份,1998
002702,海欣食品,2012
300111,向日葵,2010
300262,巴安水务,2011
002075,沙钢股份,2006
601010,文峰股份,2011
002037,久联发展,2004
601929,吉视传媒,2012
600063,皖维高新,1997
000428,华天酒店,1996
600192,长城电工,1998
000656,金科股份,1996
600432,退市吉恩,2003
600184,光电股份,2003
600388,龙净环保,2000
600216,浙江医药,1999
600517,置信电气,2003
002300,太阳电缆,2009
600074,*ST保千,1997
000520,长航凤凰,1993
002645,华宏科技,2011
601890,亚星锚链,2010
000687,华讯方舟,1997
200550,江铃B,1995
600081,东风科技,1997
000657,中钨高新,1996
600416,湘电股份,2002
002376,新北洋,2010
600714,金瑞矿业,1996
300316,晶盛机电,2012
002919,名臣健康,2017
300221,银禧科技,2011
600054,黄山旅游,1997
603116,红蜻蜓,2015
300280,南通锻压,2011
000962,东方钽业,2000
002287,奇正藏药,2009
600812,华北制药,1994
600785,新华百货,1997
300051,三五互联,2010
300237,美晨生态,2011
300216,千山药机,2011
002140,东华科技,2007
002597,金禾实业,2011
600002,齐鲁石化,1998
000553,沙隆达A,1993
000555,神州信息,1994
600317,营口港,2002
002583,海能达,2011
601168,西部矿业,2007
000802,北京文化,1998
600098,广州发展,1997
603002,宏昌电子,2012
200028,一致B,1993
000716,黑芝麻,1997
600615,丰华股份,1992
002604,*ST龙力,2011
601299,中国北车,2009
600575,皖江物流,2003
601857,中国石油,2007
300077,国民技术,2010
300212,易华录,2011
002292,奥飞娱乐,2009
600023,浙能电力,2013
600322,天房发展,2001
600800,天津磁卡,1993
000726,鲁泰A,2000
601177,杭齿前进,2010
000585,*ST东电,1995
000750,国海证券,1997
002507,涪陵榨菜,2010
600700,*ST数码,1996
600896,*ST海投,1996
603318,派思股份,2015
002221,东华能源,2008
600266,北京城建,1999
300409,道氏技术,2014
603333,明星电缆,2012
300441,鲍斯股份,2015
300164,通源石油,2011
600476,湘邮科技,2003
002039,黔源电力,2005
200505,京粮B,1995
002523,天桥起重,2010
603661,恒林股份,2017
002590,万安科技,2011
002086,东方海洋,2006
600372,中航电子,2001
002661,克明面业,2012
300278,华昌达,2011
000733,振华科技,1997
300010,立思辰,2009
600057,厦门象屿,1997
000748,长城信息,1997
600865,百大集团,1994
600771,广誉远,1996
600401,*ST海润,2003
002722,金轮股份,2014
600684,珠江实业,1993
002570,*ST因美,2011
600439,瑞贝卡,2003
002291,星期六,2009
900941,东信B股,1996
300735,光弘科技,2017
600897,厦门空港,1996
002632,道明光学,2011
002074,国轩高科,2006
002034,旺能环境,2004
002312,三泰控股,2009
002156,通富微电,2007
002183,怡亚通,2007
300314,戴维医疗,2012
002752,昇兴股份,2015
002521,齐峰新材,2010
300444,双杰电气,2015
600485,信威集团,2003
600933,爱柯迪,2017
603997,继峰股份,2015
000921,海信科龙,1999
300370,安控科技,2014
002723,金莱特,2014
000613,大东海A,1997
002696,百洋股份,2012
002515,金字火腿,2010
601666,平煤股份,2006
600133,东湖高新,1998
600891,秋林集团,1996
002526,山东矿机,2010
002500,山西证券,2010
002602,世纪华通,2011
600674,川投能源,1993
600505,西昌电力,2002
002513,蓝丰生化,2010
600028,中国石化,2001
002464,众应互联,2010
300100,双林股份,2010
002201,九鼎新材,2007
002057,中钢天源,2006
002595,豪迈科技,2011
000563,陕国投A,1994
300249,依米康,2011
002681,奋达科技,2012
600121,郑州煤电,1998
002315,焦点科技,2009
600257,大湖股份,2000
